cs_ms_21	cs_ms_21_1	 2 # 1972 # -1 # ID=1_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.357
cs_ms_21	cs_ms_21_2	 1989 # 5018 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.344
cs_ms_21	cs_ms_21_3	 5085 # 6065 # -1 # ID=1_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
cs_ms_21	cs_ms_21_4	 6075 # 7115 # -1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
cs_ms_21	cs_ms_21_5	 7131 # 8147 # -1 # ID=1_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.351
cs_ms_21	cs_ms_21_6	 8198 # 9682 # -1 # ID=1_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.362
cs_ms_21	cs_ms_21_7	 9694 # 11031 # -1 # ID=1_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.368
cs_ms_21	cs_ms_21_8	 11261 # 13648 # -1 # ID=1_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
cs_ms_21	cs_ms_21_9	 13649 # 17062 # -1 # ID=1_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323
cs_ms_21	cs_ms_21_10	 17066 # 17698 # -1 # ID=1_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.303
cs_ms_21	cs_ms_21_11	 17870 # 18001 # -1 # ID=1_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.341
cs_ms_21	cs_ms_21_12	 18037 # 18984 # -1 # ID=1_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.294
cs_ms_21	cs_ms_21_13	 18999 # 19667 # -1 # ID=1_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.284
cs_ms_21	cs_ms_21_14	 19664 # 20038 # -1 # ID=1_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.283
cs_ms_21	cs_ms_21_15	 19992 # 20309 # -1 # ID=1_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.258
cs_ms_21	cs_ms_21_16	 20312 # 20968 # -1 # ID=1_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.298
cs_ms_21	cs_ms_21_17	 20971 # 21975 # -1 # ID=1_17;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.307
cs_ms_21	cs_ms_21_18	 21920 # 22435 # -1 # ID=1_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.337
cs_ms_21	cs_ms_21_19	 22448 # 22924 # -1 # ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.302
cs_ms_21	cs_ms_21_20	 23989 # 24195 # -1 # ID=1_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372
cs_ms_21	cs_ms_21_21	 24464 # 24595 # 1 # ID=1_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.227
cs_ms_21	cs_ms_21_22	 24920 # 25474 # 1 # ID=1_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323
cs_ms_21	cs_ms_21_23	 25471 # 25659 # 1 # ID=1_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.312
cs_ms_21	cs_ms_21_24	 25850 # 26392 # 1 # ID=1_24;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.350
cs_ms_21	cs_ms_21_25	 26470 # 27288 # 1 # ID=1_25;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.272
cs_ms_21	cs_ms_21_26	 28236 # 28628 # 1 # ID=1_26;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.232
cs_ms_21	cs_ms_21_27	 28594 # 28884 # 1 # ID=1_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.268
cs_ms_21	cs_ms_21_28	 28902 # 29144 # 1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.280
cs_ms_21	cs_ms_21_29	 29248 # 29514 # 1 # ID=1_29;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.270
cs_ms_21	cs_ms_21_30	 29680 # 29916 # 1 # ID=1_30;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.253
cs_ms_21	cs_ms_21_31	 29920 # 30156 # 1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.249
cs_ms_21	cs_ms_21_32	 30132 # 30428 # 1 # ID=1_32;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.293
cs_ms_21	cs_ms_21_33	 30430 # 30666 # -1 # ID=1_33;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.274
cs_ms_21	cs_ms_21_34	 30784 # 31113 # 1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312
cs_ms_21	cs_ms_21_35	 31114 # 31695 # 1 # ID=1_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.284
cs_ms_21	cs_ms_21_36	 31683 # 32081 # 1 # ID=1_36;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.281
cs_ms_21	cs_ms_21_37	 32174 # 32518 # 1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.226
cs_ms_21	cs_ms_21_38	 32523 # 33665 # 1 # ID=1_38;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.296
cs_ms_21	cs_ms_21_39	 33755 # 34336 # 1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.271
cs_ms_21	cs_ms_21_40	 34305 # 34643 # 1 # ID=1_40;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.327
cs_ms_21	cs_ms_21_41	 34646 # 34855 # 1 # ID=1_41;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.267
cs_ms_21	cs_ms_21_42	 34848 # 37370 # 1 # ID=1_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.282
cs_ms_21	cs_ms_21_43	 37367 # 37687 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.274
cs_ms_21	cs_ms_21_44	 37691 # 38035 # 1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333
cs_ms_21	cs_ms_21_45	 38004 # 38237 # 1 # ID=1_45;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.261
cs_ms_21	cs_ms_21_46	 38309 # 38542 # 1 # ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.265
cs_ms_21	cs_ms_21_47	 38543 # 39136 # 1 # ID=1_47;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.306
cs_ms_21	cs_ms_21_48	 39133 # 40365 # 1 # ID=1_48;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.315
cs_ms_21	cs_ms_21_49	 40663 # 41307 # 1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.248
cs_ms_21	cs_ms_21_50	 41352 # 42455 # 1 # ID=1_50;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.287
cs_ms_21	cs_ms_21_51	 42459 # 42782 # 1 # ID=1_51;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.250
cs_ms_21	cs_ms_21_52	 42788 # 44299 # 1 # ID=1_52;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.280
cs_ms_21	cs_ms_21_53	 44362 # 45357 # 1 # ID=1_53;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.318
cs_ms_21	cs_ms_21_54	 45430 # 46152 # 1 # ID=1_54;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375
cs_ms_21	cs_ms_21_55	 46247 # 47104 # 1 # ID=1_55;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372
cs_ms_21	cs_ms_21_56	 47252 # 48316 # 1 # ID=1_56;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.266
cs_ms_21	cs_ms_21_57	 48288 # 48803 # 1 # ID=1_57;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.312
cs_ms_21	cs_ms_21_58	 48781 # 50094 # 1 # ID=1_58;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.305
cs_ms_21	cs_ms_21_59	 50098 # 51099 # 1 # ID=1_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.264
cs_ms_21	cs_ms_21_60	 51102 # 51362 # 1 # ID=1_60;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.287
cs_ms_21	cs_ms_21_61	 51366 # 51869 # 1 # ID=1_61;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.262
cs_ms_21	cs_ms_21_62	 51992 # 52297 # 1 # ID=1_62;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.268
cs_ms_21	cs_ms_21_63	 52313 # 52645 # 1 # ID=1_63;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.288
cs_ms_21	cs_ms_21_64	 52649 # 53113 # 1 # ID=1_64;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.247
